University, Spec_ID, Spec_Name, Subjects, Threshold, Subjects_Count
"ВШЭ","45.03.01","Филология","литература, русский язык, иностранный язык","298","3"
"ВШЭ","01.03.02","Прикладная математика и информатика","математика, русский язык, информатика и ИКТ","297","3"
"ВШЭ","09.03.04","Программная инженерия","математика, русский язык, информатика и ИКТ","296","3"
"ВШЭ","45.03.02","Лингвистика","обществознание, русский язык, иностранный язык","295","3"
"ВШЭ","42.03.01","Реклама и связи с общественностью","обществознание, русский язык, иностранный язык","294","3"
"ВШЭ","45.03.03","Фундаментальная и прикладная лингвистика","иностранный язык, русский язык, математика","290","3"
"ВШЭ","38.03.05","Бизнес-информатика","математика, русский язык, иностранный язык","287","3"
"ВШЭ","10.05.01","Компьютерная безопасность","математика, русский язык, информатика и ИКТ","280","3"
"ВШЭ","50.03.03","История искусств","история, русский язык, иностранный язык","274","3"
"ВШЭ","01.03.01","Математика","математика, русский язык, физика","272","3"
"ВШЭ","03.03.02","Физика","математика, русский язык, физика","272","3"
"ВШЭ","46.03.01","История","история, русский язык, иностранный язык","272","3"
"ВШЭ","01.03.04","Прикладная математика","математика, русский язык, физика","269","3"
"ВШЭ","38.03.02","Менеджмент","математика, русский язык, иностранный язык","267","3"
"ВШЭ","09.03.01","Информатика и вычислительная техника","математика, русский язык, физика","263","3"
"ВШЭ","37.03.01","Психология","биология, русский язык, математика","262","3"
"ВШЭ","11.03.02","Инфокоммуникационные технологии и системы связи","математика, русский язык, физика","256","3"
"МГТУ им. Н.Э.Баумана","10.05.03","Информационная безопасность автоматизированных систем","математика, русский язык, физика","298","3"
"МГТУ им. Н.Э.Баумана","10.05.01","Компьютерная безопасность","математика, русский язык, физика","295","3"
"МГТУ им. Н.Э.Баумана","09.03.04","Программная инженерия","математика, русский язык, информатика и ИКТ","287","3"
"МГТУ им. Н.Э.Баумана","12.03.04","Биотехнические системы и технологии","математика, русский язык, физика","282","3"
"МГТУ им. Н.Э.Баумана","40.05.03","Судебная экспертиза","обществознание, русский язык, история","281","3"
"МГТУ им. Н.Э.Баумана","09.03.01","Информатика и вычислительная техника","математика, русский язык, информатика и ИКТ","278","3"
"МГТУ им. Н.Э.Баумана","24.05.01","Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов","математика, русский язык, физика","276","3"
"МГТУ им. Н.Э.Баумана","09.03.03","Прикладная информатика","математика, русский язык, информатика и ИКТ","274","3"
"МГТУ им. Н.Э.Баумана","24.05.06","Системы управления летательными аппаратами","математика, русский язык, физика","274","3"
"МГТУ им. Н.Э.Баумана","09.03.01","Информатика и вычислительная техника","математика, русский язык, информатика и ИКТ","273","3"
"МГТУ им. Н.Э.Баумана","24.05.01","Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов","математика, русский язык, физика","272","3"
"МГТУ им. Н.Э.Баумана","01.03.02","Прикладная математика и информатика","математика, русский язык, информатика и ИКТ","268","3"
"МГТУ им. Н.Э.Баумана","27.03.04","Управление в технических системах","математика, русский язык, физика","267","3"
"МГТУ им. Н.Э.Баумана","24.03.01","Ракетные комплексы и космонавтика","математика, русский язык, физика","265","3"
"МГТУ им. Н.Э.Баумана","15.03.06","Мехатроника и робототехника","математика, русский язык, физика","262","3"
"МГТУ им. Н.Э.Баумана","01.03.04","Прикладная математика","математика, русский язык, физика","260","3"
"МГТУ им. Н.Э.Баумана","24.05.01","Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов","математика, русский язык, физика","260","3"
"МГТУ им. Н.Э.Баумана","12.03.04","Биотехнические системы и технологии","математика, русский язык, физика","259","3"
"МГТУ им. Н.Э.Баумана","01.03.04","Прикладная математика","математика, русский язык, физика","258","3"
"МГТУ им. Н.Э.Баумана","02.03.01","Математика и компьютерные науки","математика, русский язык, физика","257","3"
"МГТУ им. Н.Э.Баумана","02.03.01","Математика и компьютерные науки","математика, русский язык, физика","257","3"
"МГТУ им. Н.Э.Баумана","11.05.01","Радиоэлектронные системы и комплексы","математика, русский язык, физика","257","3"
"МГТУ им. Н.Э.Баумана","24.05.02","Проектирование авиационных и ракетных двигателей","математика, русский язык, физика","257","3"
"МГТУ им. Н.Э.Баумана","09.03.01","Информатика и вычислительная техника","математика, русский язык, информатика и ИКТ","256","3"
"МГТУ им. Н.Э.Баумана","01.03.04","Прикладная математика","математика, русский язык, физика","255","3"
"МГТУ им. Н.Э.Баумана","09.03.01","Информатика и вычислительная техника","математика, русский язык, информатика и ИКТ","255","3"
"МГТУ им. Н.Э.Баумана","09.03.02","Информационные системы и технологии","математика, русский язык, информатика и ИКТ","255","3"
"МГТУ им. Н.Э.Баумана","24.05.06","Системы управления летательными аппаратами","математика, русский язык, физика","254","3"
"МГТУ им. Н.Э.Баумана","11.03.03","Конструирование и технология электронных средств","математика, русский язык, физика","253","3"
"МГТУ им. Н.Э.Баумана","27.03.05","Инноватика ","математика, русский язык, физика","253","3"
"МГТУ им. Н.Э.Баумана","15.03.03","Прикладная механика","математика, русский язык, физика","251","3"
"МГТУ им. Н.Э.Баумана","15.03.04","Автоматизация технологических процессов и производств","математика, русский язык, физика","251","3"
"МГТУ им. Н.Э.Баумана","28.03.02","Наноинженерия","математика, русский язык, физика","249","3"
"МГТУ им. Н.Э.Баумана","12.03.02","Оптотехника","математика, русский язык, физика","248","3"
"МГТУ им. Н.Э.Баумана","27.03.05","Инноватика ","математика, русский язык, физика","248","3"
"МГТУ им. Н.Э.Баумана","16.03.01","Техническая физика","математика, русский язык, физика","248","3"
"МГТУ им. Н.Э.Баумана","12.03.05","Лазерная техника и лазерные технологии","математика, русский язык, физика","247","3"
"МГТУ им. Н.Э.Баумана","24.05.06","Системы управления летательными аппаратами","математика, русский язык, физика","247","3"
"МГТУ им. Н.Э.Баумана","16.03.02","Высокотехнологические плазменные и энергетические установки","математика, русский язык, физика","247","3"
"МГТУ им. Н.Э.Баумана","27.03.05","Инноватика ","математика, русский язык, физика","246","3"
"МГТУ им. Н.Э.Баумана","11.05.01","Радиоэлектронные системы и комплексы","математика, русский язык, физика","246","3"
"МГТУ им. Н.Э.Баумана","16.05.01","Специальные системы жизнеобеспечения","математика, русский язык, физика","245","3"
"МГТУ им. Н.Э.Баумана","24.05.02","Проектирование авиационных и ракетных двигателей","математика, русский язык, физика","245","3"
"МГТУ им. Н.Э.Баумана","24.03.01","Ракетные комплексы и космонавтика","математика, русский язык, физика","244","3"
"МГТУ им. Н.Э.Баумана","09.03.03","Прикладная информатика","математика, русский язык, информатика и ИКТ","243","3"
"МГТУ им. Н.Э.Баумана","27.03.05","Инноватика ","математика, русский язык, физика","243","3"
"МГТУ им. Н.Э.Баумана","11.03.03","Конструирование и технология электронных средств","математика, русский язык, физика","242","3"
"МГТУ им. Н.Э.Баумана","14.03.01","Ядерная энергетика и теплофизика","математика, русский язык, физика","242","3"
"МГТУ им. Н.Э.Баумана","12.05.01","Электронные и оптико-электронные приборы и системы специального назначения","математика, русский язык, физика","237","3"
"МГТУ им. Н.Э.Баумана","12.05.01","Электронные и оптико-электронные приборы и системы специального назначения","математика, русский язык, физика","237","3"
"МГТУ им. Н.Э.Баумана","15.03.02","Технологические машины и оборудование","математика, русский язык, физика","236","3"
"МГТУ им. Н.Э.Баумана","16.03.03","Холодильная, криогенная техника и системы жизнеобеспечения","математика, русский язык, физика","235","3"
"МГТУ им. Н.Э.Баумана","27.03.05","Инноватика ","математика, русский язык, физика","235","3"
"МГТУ им. Н.Э.Баумана","14.05.01","Ядерные реакторы и материалы","математика, русский язык, физика","235","3"
"МГТУ им. Н.Э.Баумана","27.03.05","Инноватика ","математика, русский язык, физика","235","3"
"МГТУ им. Н.Э.Баумана","23.05.02","Транспортные средства специального назначения","математика, русский язык, физика","232","3"
"МГТУ им. Н.Э.Баумана","27.03.01","Стандартизация и метрология","математика, русский язык, физика","232","3"
"МГТУ им. Н.Э.Баумана","24.05.02","Проектирование авиационных и ракетных двигателей","математика, русский язык, физика","232","3"
"МГТУ им. Н.Э.Баумана","13.03.03","Энергетическое машиностроение","математика, русский язык, физика","231","3"
"МГТУ им. Н.Э.Баумана","22.03.01","Материаловедение и технологии материалов","математика, русский язык, физика","230","3"
"МГТУ им. Н.Э.Баумана","11.03.04","Электроника и наноэлектроника","математика, русский язык, физика","230","3"
"МГТУ им. Н.Э.Баумана","23.05.01","Наземные транспортно-технологические средства","математика, русский язык, физика","230","3"
"МГТУ им. Н.Э.Баумана","20.03.01","Техносферная безопасность","математика, русский язык, физика","229","3"
"МГТУ им. Н.Э.Баумана","23.05.01","Наземные транспортно-технологические средства","математика, русский язык, физика","229","3"
"МГТУ им. Н.Э.Баумана","15.03.01","Машиностроение","математика, русский язык, физика","228","3"
"МГТУ им. Н.Э.Баумана","15.03.01","Машиностроение","математика, русский язык, физика","225","3"
"МГТУ им. Н.Э.Баумана","15.05.01","Проектирование технологических машин и комплексов","математика, русский язык, физика","224","3"
"МГТУ им. Н.Э.Баумана","15.05.01","Проектирование технологических машин и комплексов","математика, русский язык, физика","223","3"
"МГТУ им. Н.Э.Баумана","24.05.01","Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов","математика, русский язык, физика","222","3"
"МГТУ им. Н.Э.Баумана","22.03.01","Материаловедение и технологии материалов","математика, русский язык, физика","220","3"
"МГТУ им. Н.Э.Баумана","15.03.01","Машиностроение","математика, русский язык, физика","219","3"
"МГТУ им. Н.Э.Баумана","28.03.02","Наноинженерия","математика, русский язык, физика","219","3"
"МГТУ им. Н.Э.Баумана","13.03.03","Энергетическое машиностроение","математика, русский язык, физика","218","3"
"МГТУ им. Н.Э.Баумана","15.03.06","Мехатроника и робототехника","математика, русский язык, физика","218","3"
"МГТУ им. Н.Э.Баумана","15.05.01","Проектирование технологических машин и комплексов","математика, русский язык, физика","218","3"
"МГТУ им. Н.Э.Баумана","15.03.01","Машиностроение","математика, русский язык, физика","218","3"
"МГТУ им. Н.Э.Баумана","15.05.01","Проектирование технологических машин и комплексов","математика, русский язык, физика","218","3"
"МГТУ им. Н.Э.Баумана","17.05.02","Стрелково-пушечное, артиллерийское и ракетное оружие","математика, русский язык, физика","216","3"
"МГТУ им. Н.Э.Баумана","17.05.01","Боеприпасы и взрыватели","математика, русский язык, физика","216","3"
"МГТУ им. Н.Э.Баумана","15.05.01","Проектирование технологических машин и комплексов","математика, русский язык, физика","215","3"
"МГТУ им. Н.Э.Баумана","15.05.01","Проектирование технологических машин и комплексов","математика, русский язык, физика","215","3"
"МГТУ им. Н.Э.Баумана","15.05.01","Проектирование технологических машин и комплексов","математика, русский язык, физика","210","3"
"МГТУ им. Н.Э.Баумана","24.05.01","Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов","математика, русский язык, физика","209","3"
"МГТУ им. Н.Э.Баумана","27.03.04","Управление в технических системах","математика, русский язык, физика","209","3"
"МГТУ им. Н.Э.Баумана","15.05.01","Проектирование технологических машин и комплексов","математика, русский язык, физика","208","3"
"МГТУ им. Н.Э.Баумана","23.05.02","Транспортные средства специального назначения","математика, русский язык, физика","207","3"
"МГТУ им. Н.Э.Баумана","24.05.01","Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов","математика, русский язык, физика","206","3"
"МГТУ им. Н.Э.Баумана","24.05.01","Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов","математика, русский язык, физика","206","3"
"МГТУ им. Н.Э.Баумана","15.05.01","Проектирование технологических машин и комплексов","математика, русский язык, физика","205","3"
"МГТУ им. Н.Э.Баумана","11.05.01","Радиоэлектронные системы и комплексы","математика, русский язык, физика","201","3"
"МГТУ им. Н.Э.Баумана","24.05.06","Системы управления летательными аппаратами","математика, русский язык, физика","198","3"
"МГТУ им. Н.Э.Баумана","24.05.06","Системы управления летательными аппаратами","математика, русский язык, физика","191","3"
"МГТУ им. Н.Э.Баумана","23.05.01","Наземные транспортно-технологические средства","математика, русский язык, физика","172","3"
"МГТУ им. Н.Э.Баумана","24.05.04","Навигационно-баллистическое обеспечение применения космической техники","математика, русский язык, физика","168","3"
"РУДН","40.03.01","Юриспруденция","обществознание, русский язык, история","298","3"
"РУДН","41.03.05","Международные отношения","история, русский язык, иностранный язык","294","3"
"РУДН","45.03.01","Филология","литература, русский язык, иностранный язык","288","3"
"РУДН","42.03.01","Реклама и связи с общественностью","обществознание, русский язык, иностранный язык","285","3"
"РУДН","42.03.01","Реклама и связи с общественностью","иностранный язык, русский язык, обществознание","285","3"
"РУДН","41.03.01","Зарубежное регионоведение","история, русский язык, иностранный язык","283","3"
"РУДН","50.03.01","Искусства и гуманитарные науки","история, русский язык, обществознание","277","3"
"РУДН","41.03.04","Политология","история, русский язык, иностранный язык","277","3"
"РУДН","41.03.01","Зарубежное регионоведение","история, русский язык, иностранный язык","274","3"
"РУДН","38.03.01","Экономика","математика, русский язык, обществознание","272","3"
"РУДН","46.03.01","История","история, русский язык, иностранный язык","270","3"
"РУДН","47.03.01","Философия","обществознание, русский язык, иностранный язык","270","3"
"РУДН","31.05.01","Лечебное дело","химия, русский язык, биология","269","3"
"РУДН","31.05.03","Стоматология","химия, русский язык, биология","269","3"
"РУДН","38.03.01","Экономика","математика, русский язык, обществознание","267","3"
"РУДН","38.03.05","Бизнес-информатика","математика, русский язык, обществознание","258","3"
"РУДН","33.05.01","Фармация","химия, русский язык, биология","253","3"
"РУДН","38.03.02","Менеджмент","математика, русский язык, обществознание","253","3"
"РУДН","38.03.04","Государственное и муниципальное управление","обществознание, русский язык, математика","250","3"
"РУДН","39.03.01","Социология","обществознание, русский язык, математика","247","3"
"РУДН","02.03.02","Фундаментальная информатика и информационные технологии","математика, русский язык, информатика и ИКТ","243","3"
"РУДН","09.03.03","Прикладная информатика","математика, русский язык, информатика и ИКТ","243","3"
"РУДН","04.03.01","Химия","математика, русский язык, химия","243","3"
"РУДН","01.03.02","Прикладная математика и информатика","математика, русский язык, информатика и ИКТ","242","3"
"РУДН","02.03.01","Математика и компьютерные науки","математика, русский язык, информатика и ИКТ","241","3"
"РУДН","34.03.01","Сестринское дело","химия, русский язык, биология","240","3"
"РУДН","36.05.01","Ветеринария","математика, русский язык, биология","237","3"
"РУДН","37.03.01","Психология","биология, математика, русский язык","235","3"
"РУДН","01.03.02","Прикладная математика и информатика","математика, русский язык, информатика и ИКТ","228","3"
"РУДН","01.03.01","Математика","математика, русский язык, информатика и ИКТ","228","3"
"РУДН","36.03.01","Ветеринарно-санитарная экспертиза","биология, русский язык, математика","225","3"
"РУДН","35.03.04","Агрономия","математика, русский язык, биология","222","3"
"РУДН","18.03.02","Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии","химия, русский язык, математика","218","3"
"РУДН","08.03.01","Строительство ","математика, русский язык, физика","216","3"
"РУДН","21.03.01","Нефтегазовое дело","математика, русский язык, физика","216","3"
"РУДН","35.03.10","Ландшафтная архитектура","математика, русский язык, биология","214","3"
"РУДН","27.03.04","Управление в технических системах","математика, русский язык, физика","214","3"
"РУДН","05.03.06","Экология и природопользование","география, русский язык, математика","209","3"
"РУДН","27.03.04","Управление в технических системах","математика, русский язык, физика","206","3"
"РУДН","03.03.02","Физика","математика, русский язык, физика","205","3"
"РУДН","21.03.02","Землеустройство и кадастры","математика, русский язык, физика","205","3"
"РУДН","28.03.02","Наноинженерия","математика, русский язык, физика","204","3"
"РУДН","44.03.02","Психолого-педагогическое образование","биология, русский язык, математика","203","3"
"РУДН","21.05.02","Прикладная геология","математика, русский язык, физика","202","3"
"РУДН","13.03.03","Энергетическое машиностроение","математика, русский язык, физика","197","3"
"РУДН","21.05.04","Горное дело","математика, русский язык, физика","196","3"
"РУДН","23.03.03","Эксплуатация транспортно-технологических машин и комплексов","математика, русский язык, физика","195","3"
"РУДН","27.03.01","Стандартизация и метрология","математика, русский язык, физика","194","3"
"РУДН","15.03.05","Конструкторско-технологическое обеспечение машиностроительных производств","математика, русский язык, физика","175","3"
"МФТИ","03.03.01","Прикладные математика и физика","математика, русский язык, физика","297","3"
"МФТИ","01.03.02","Прикладная математика и информатика","математика, русский язык, информатика и ИКТ","295","3"
"МФТИ","03.03.01","Прикладные математика и физика","математика, русский язык, физика","294","3"
"МФТИ","03.03.01","Прикладные математика и физика","математика, русский язык, физика","292","3"
"МФТИ","03.03.01","Прикладные математика и физика","математика, русский язык, физика","291","3"
"МФТИ","03.03.01","Прикладные математика и физика","математика, русский язык, физика","284","3"
"МФТИ","10.05.01","Компьютерная безопасность","математика, русский язык, физика","283","3"
"МФТИ","03.03.01","Прикладные математика и физика","математика, русский язык, химия","282","3"
"МФТИ","03.03.01","Прикладные математика и физика","математика, русский язык, физика","281","3"
"МФТИ","01.03.02","Прикладная математика и информатика","математика, русский язык, информатика и ИКТ","280","3"
"МФТИ","27.03.03","Системный анализ и управление","математика, русский язык, физика","280","3"
"МФТИ","03.03.01","Прикладные математика и физика","математика, русский язык, информатика и ИКТ","280","3"
"МФТИ","03.03.01","Прикладные математика и физика","математика, русский язык, химия","278","3"
"МФТИ","01.03.02","Прикладная математика и информатика","математика, русский язык, информатика и ИКТ","276","3"
"МФТИ","03.03.01","Прикладные математика и физика","математика, русский язык, физика","274","3"
"МФТИ","27.03.03","Системный анализ и управление","математика, русский язык, информатика и ИКТ","269","3"
"РГГУ","38.03.01","Экономика","обществознание, русский язык, математика","296","3"
"РГГУ","45.03.01","Филология","иностранный язык, русский язык, литература","280","3"
"РГГУ","45.03.01","Филология","иностранный язык, русский язык, литература","279","3"
"РГГУ","45.03.01","Филология","иностранный язык, русский язык, литература","278","3"
"РГГУ","42.03.01","Реклама и связи с общественностью","иностранный язык, русский язык, обществознание","277","3"
"РГГУ","45.03.01","Филология","иностранный язык, русский язык, литература","277","3"
"РГГУ","42.03.01","Реклама и связи с общественностью","иностранный язык, русский язык, обществознание","275","3"
"РГГУ","45.03.01","Филология","иностранный язык, русский язык, литература","274","3"
"РГГУ","43.03.03","Гостиничное дело","обществознание, русский язык, иностранный язык","273","3"
"РГГУ","45.03.01","Филология","иностранный язык, русский язык, литература","272","3"
"РГГУ","41.03.06","Регионоведение России","иностранный язык, русский язык, обществознание","270","3"
"РГГУ","51.03.01","Культурология","иностранный язык, русский язык, обществознание","269","3"
"РГГУ","41.03.05","Международные отношения","иностранный язык, русский язык, история","269","3"
"РГГУ","41.03.01","Зарубежное регионоведение","история, русский язык, иностранный язык","267","3"
"РГГУ","45.05.01","Перевод и переводоведение","иностранный язык, русский язык, история","267","3"
"РГГУ","39.03.01","Социология","иностранный язык, русский язык, обществознание","266","3"
"РГГУ","45.03.03","Фундаментальная и прикладная лингвистика","иностранный язык, русский язык, математика","263","3"
"РГГУ","40.03.01","Юриспруденция","обществознание, русский язык, история","263","3"
"РГГУ","38.03.02","Менеджмент","математика, русский язык, обществознание","261","3"
"РГГУ","45.03.04","Интеллектуальные системы в гуманитарной сфере","иностранный язык, русский язык, математика","258","3"
"РГГУ","50.03.01","Искусства и гуманитарные науки","история, русский язык, литература","258","3"
"РГГУ","40.03.01","Юриспруденция","обществознание, русский язык, история","257","3"
"РГГУ","45.03.02","Лингвистика","иностранный язык, русский язык, история","255","3"
"РГГУ","45.05.01","Перевод и переводоведение","история, русский язык, иностранный язык","255","3"
"РГГУ","41.03.05","Международные отношения","иностранный язык, русский язык, история","254","3"
"РГГУ","41.03.04","Политология","история, русский язык, иностранный язык","254","3"
"РГГУ","41.03.05","Международные отношения","иностранный язык, русский язык, история","252","3"
"РГГУ","46.03.01","История","иностранный язык, русский язык, история","251","3"
"РГГУ","46.03.01","История","иностранный язык, русский язык, история","251","3"
"РГГУ","43.03.02","Туризм","история, русский язык, иностранный язык","250","3"
"РГГУ","46.03.03","Антропология и этнология","иностранный язык, русский язык, история","249","3"
"РГГУ","46.03.01","История","иностранный язык, русский язык, история","249","3"
"РГГУ","47.03.01","Философия","обществознание, русский язык, история","247","3"
"РГГУ","46.03.01","История","иностранный язык, русский язык, история","246","3"
"РГГУ","51.03.04","Музеология и охрана объектов культурного и природного наследия","иностранный язык, русский язык, история","245","3"
"РГГУ","46.03.01","История","иностранный язык, русский язык, история","242","3"
"РГГУ","47.03.03","Религиоведение","иностранный язык, русский язык, история","241","3"
"РГГУ","46.03.02","Документоведение и архивоведение","история, русский язык, обществознание","239","3"
"РГГУ","38.03.04","Государственное и муниципальное управление","математика, русский язык, обществознание","235","3"
"РГГУ","38.03.03","Управление персоналом","математика, русский язык, обществознание","235","3"
"РГГУ","37.03.01","Психология","биология, русский язык, математика","229","3"
"РГГУ","37.05.02","Психология служебной деятельности","биология, русский язык, математика","229","3"
"РГГУ","46.03.02","Документоведение и архивоведение","история, русский язык, обществознание","229","3"
"РГГУ","37.05.01","Клиническая психология","биология, русский язык, математика","229","3"
"РГГУ","09.03.03","Прикладная информатика","математика, русский язык, информатика и ИКТ","221","3"
"РГГУ","10.03.01","Информационная безопасность","математика, русский язык, информатика и ИКТ","216","3"
"РГГУ","01.03.04","Прикладная математика","математика, русский язык, информатика и ИКТ","212","3"
"РГГУ","44.03.02","Психолого-педагогическое образование","биология, русский язык, математика","195","3"
"МГИМО","41.03.04","Политология","русский язык, история, иностранный язык","290","3"
"МГИМО","39.03.01","Социология","русский язык, обществознание, иностранный язык","286","3"
"МГИМО","38.03.06","Торговое дело","русский язык, математика, иностранный язык","276","3"
"МГИМО","38.03.04","Государственное и муниципальное управление","русский язык, математика, иностранный язык","275","3"
"РЭУ им. Г.В. Плеханова","45.03.02","Лингвистика","иностранный язык, русский язык, обществознание","288","3"
"РЭУ им. Г.В. Плеханова","42.03.01","Реклама и связи с общественностью","обществознание, русский язык, иностранный язык","285","3"
"РЭУ им. Г.В. Плеханова","40.03.01","Юриспруденция","обществознание, русский язык, иностранный язык","283","3"
"РЭУ им. Г.В. Плеханова","43.03.03","Гостиничное дело","обществознание, русский язык, иностранный язык","278","3"
"РЭУ им. Г.В. Плеханова","38.05.02","Таможенное дело","иностранный язык, русский язык, обществознание","278","3"
"РЭУ им. Г.В. Плеханова","38.05.01","Экономическая безопасность","математика, русский язык, обществознание","262","3"
"РЭУ им. Г.В. Плеханова","43.03.02","Туризм","история, русский язык, обществознание","259","3"
"РЭУ им. Г.В. Плеханова","09.03.03","Прикладная информатика","математика, русский язык, информатика и ИКТ","255","3"
"РЭУ им. Г.В. Плеханова","01.03.02","Прикладная математика и информатика","математика, русский язык, информатика и ИКТ","255","3"
"РЭУ им. Г.В. Плеханова","38.03.04","Государственное и муниципальное управление","математика, русский язык, обществознание","254","3"
"РЭУ им. Г.В. Плеханова","39.03.01","Социология","обществознание, математика, русский язык","254","3"
"РЭУ им. Г.В. Плеханова","38.03.06","Торговое дело","математика, русский язык, обществознание","254","3"
"РЭУ им. Г.В. Плеханова","10.03.01","Информационная безопасность","математика, русский язык, информатика и ИКТ","254","3"
"РЭУ им. Г.В. Плеханова","02.03.03","Математическое обеспечение и администрирование информационных систем","математика, русский язык, информатика и ИКТ","254","3"
"РЭУ им. Г.В. Плеханова","38.03.03","Управление персоналом","математика, русский язык, обществознание","252","3"
"РЭУ им. Г.В. Плеханова","38.03.07","Товароведение","математика, русский язык, обществознание","252","3"
"РЭУ им. Г.В. Плеханова","19.03.04","Технология продукции и организация общественного питания ","математика, русский язык, химия","248","3"
"РЭУ им. Г.В. Плеханова","37.03.01","Психология","математика, русский язык, биология","238","3"
"РЭУ им. Г.В. Плеханова","15.03.02","Технологические машины и оборудование","математика, русский язык, физика","223","3"
"МГЛУ","40.05.01","Правовое обеспечение национальной безопасности","обществознание, русский язык, иностранный язык","287","3"
"МГЛУ","42.03.01","Реклама и связи с общественностью","обществознание, русский язык, иностранный язык","275","3"
"МГЛУ","51.03.01","Культурология","обществознание, русский язык, иностранный язык","273","3"
"МГЛУ","41.03.05","Международные отношения","история, русский язык, иностранный язык","272","3"
"МГЛУ","40.03.01","Юриспруденция","обществознание, русский язык, иностранный язык","271","3"
"МГЛУ","40.05.02","Правоохранительная деятельность","обществознание, русский язык, иностранный язык","271","3"
"МГЛУ","41.03.01","Зарубежное регионоведение","история, русский язык, иностранный язык","268","3"
"МГЛУ","45.05.01","Перевод и переводоведение","история, русский язык, иностранный язык","265","3"
"МГЛУ","41.03.04","Политология","история, русский язык, иностранный язык","258","3"
"МГЛУ","45.03.02","Лингвистика","история, русский язык, иностранный язык","257","3"
"МГЛУ","10.03.01","Информационная безопасность","математика, иностранный язык, русский язык","257","3"
"МГЛУ","46.03.02","Документоведение и архивоведение","история, русский язык, иностранный язык","238","3"
"МГЛУ","37.03.01","Психология","биология, русский язык, иностранный язык","231","3"
"МГЛУ","44.03.02","Психолого-педагогическое образование","биология, русский язык, иностранный язык","221","3"
